student_id,age,gender,years_in_program,cumulative_gpa,backlogs_count,attendance_percentage,consecutive_absences_max,daily_study_hours,class_participation_score,extracurricular_involvement_score,peer_collaboration_score,ct1_marks_25,ct2_marks_25,assignment_marks_15,mid_sem_marks_35,risk_category
2264,20,Male,1,3.88,3,60.7,0,1.28,7.02,1.35,10.0,17.8,15.3,9.3,22.2,High-Risk
2265,17,Male,2,8.36,0,100.0,0,4.47,7.87,8.29,7.39,14.9,19.5,11.6,28.1,Good-Performance
2266,17,Female,2,4.39,3,71.3,0,0.42,6.78,6.16,6.82,8.3,15.4,9.4,16.5,High-Risk
2267,21,Male,3,7.29,0,77.2,1,1.41,7.74,5.78,7.3,21.5,19.2,12.4,19.2,Moderate-Risk
2268,21,Male,3,6.34,0,68.4,2,2.95,6.16,0.76,6.46,10.5,14.4,11.2,22.4,Moderate-Risk
2269,17,Female,4,7.68,0,85.1,2,2.47,7.39,4.72,5.72,18.8,16.0,12.3,29.7,Moderate-Risk
2270,22,Female,1,7.26,2,85.1,1,1.13,5.99,8.08,6.62,16.2,17.8,7.3,28.5,Moderate-Risk
2271,18,Female,2,6.64,1,66.0,0,0.82,8.6,7.59,7.49,12.0,18.1,8.2,21.4,Moderate-Risk
2272,18,Female,2,7.25,2,73.7,2,3.67,6.61,4.56,3.73,20.7,19.3,11.7,22.4,Moderate-Risk
2273,18,Female,2,7.93,1,86.3,0,2.88,6.13,7.44,5.48,22.9,21.2,11.6,26.7,Good-Performance
2274,19,Female,1,8.6,0,91.4,0,3.99,6.94,8.14,3.78,20.5,19.1,13.2,34.0,Good-Performance
2275,18,Female,2,7.34,0,82.9,1,2.53,8.02,4.69,5.19,16.8,12.8,9.8,24.8,High-Risk
2276,19,Male,3,9.01,0,100.0,0,3.84,6.65,7.64,7.05,25.0,19.0,14.1,32.8,Good-Performance
2277,18,Female,2,5.66,2,68.9,3,2.04,8.96,7.55,6.09,10.7,19.1,7.8,25.4,Moderate-Risk
2278,17,Male,3,7.72,0,85.4,0,3.29,9.17,6.68,6.41,21.7,14.8,14.6,31.5,Good-Performance
2279,19,Female,1,7.27,0,87.1,0,3.36,5.02,6.87,1.86,12.8,17.5,14.2,27.7,Moderate-Risk
2280,21,Female,2,6.16,2,78.0,1,1.81,7.17,3.25,4.35,16.4,15.0,6.0,17.8,Moderate-Risk
2281,21,Male,4,5.81,1,72.6,1,2.35,4.83,6.57,4.16,15.9,18.7,12.1,23.4,Good-Performance
2282,19,Female,1,6.51,2,77.1,1,3.45,5.36,4.75,3.44,17.4,13.4,7.9,22.8,Moderate-Risk
2283,18,Female,1,7.18,0,74.3,5,3.08,5.51,3.19,6.33,21.4,8.7,10.5,26.0,Moderate-Risk
2284,21,Male,4,6.67,1,91.7,0,1.81,5.89,8.04,6.24,12.0,15.3,8.8,26.0,Moderate-Risk
2285,21,Male,1,6.17,0,75.7,0,3.17,7.88,4.76,7.78,20.9,20.4,11.8,28.2,Good-Performance
2286,21,Female,2,7.39,1,73.3,1,2.01,6.56,5.47,8.22,15.6,20.3,7.6,23.5,Moderate-Risk
2287,22,Female,2,2.59,1,60.9,1,0.16,4.69,5.28,8.0,7.7,5.2,5.0,4.4,High-Risk
2288,21,Male,3,8.62,0,83.6,0,5.13,7.52,1.89,7.03,24.1,18.6,12.5,32.0,Good-Performance
2289,22,Male,3,5.44,1,77.4,1,2.58,5.35,4.41,6.36,17.8,16.0,8.7,16.4,Moderate-Risk
2290,19,Female,3,5.16,2,59.4,3,3.79,4.51,6.55,6.32,15.8,20.6,8.8,15.5,Moderate-Risk
2291,19,Male,4,5.3,2,70.4,4,1.8,7.1,5.03,4.9,10.0,14.4,5.2,22.3,High-Risk
2292,18,Male,2,5.11,5,74.6,1,2.08,5.51,4.29,6.51,17.0,16.7,9.9,19.4,Moderate-Risk
2293,18,Male,2,4.59,1,74.0,1,2.03,7.98,5.67,5.82,17.0,20.9,8.2,15.0,Moderate-Risk
2294,21,Male,4,5.29,2,64.7,5,2.04,4.55,7.15,4.06,15.3,16.7,5.9,16.7,Moderate-Risk
2295,21,Female,1,5.68,2,74.2,1,2.24,5.89,1.73,3.48,16.2,14.6,9.5,22.6,Moderate-Risk
2296,21,Female,4,7.43,2,78.9,0,2.03,7.15,4.79,2.79,17.7,13.7,9.5,22.5,Moderate-Risk
2297,18,Female,4,9.66,0,100.0,0,3.91,9.99,5.04,6.61,18.6,22.6,13.3,35.0,Good-Performance
2298,19,Female,4,8.06,0,87.0,1,2.5,8.56,8.54,5.69,17.2,20.9,11.6,29.4,Moderate-Risk
2299,18,Male,1,7.8,0,75.8,4,4.32,7.41,7.41,5.35,18.0,16.1,11.6,31.2,Good-Performance
2300,22,Male,3,6.97,5,64.0,3,0.46,5.81,2.24,4.43,14.4,17.3,8.5,22.5,Moderate-Risk
2301,18,Male,4,7.01,2,73.1,1,2.72,4.89,7.68,5.13,14.9,15.8,10.6,17.8,Moderate-Risk
2302,17,Male,2,6.9,1,79.0,0,1.47,6.34,4.7,4.62,22.8,16.2,9.7,22.7,Moderate-Risk
2303,20,Male,3,5.31,6,71.4,0,2.36,9.14,1.78,6.97,15.9,11.4,10.2,21.8,High-Risk
2304,22,Male,1,5.69,5,71.7,0,1.8,4.46,2.31,7.0,14.3,15.7,10.4,17.2,Moderate-Risk
2305,22,Male,1,6.48,0,100.0,0,1.55,6.67,,5.6,19.3,20.6,10.2,27.7,Moderate-Risk
2306,17,Male,4,7.71,1,82.9,2,4.22,5.07,5.91,7.65,20.7,15.9,10.8,31.2,Good-Performance
2307,18,Female,4,6.69,0,84.1,0,0.29,5.44,3.03,4.92,22.7,17.4,10.3,17.6,Moderate-Risk
2308,17,Female,1,3.64,1,66.7,5,1.52,3.51,8.17,2.81,13.7,15.2,9.9,10.2,High-Risk
2309,18,Female,1,6.1,2,58.6,5,2.89,3.74,6.42,7.79,13.6,17.6,10.6,21.2,High-Risk
2310,20,Female,3,4.17,3,70.1,2,2.59,5.72,4.49,3.08,8.8,12.9,5.9,26.4,High-Risk
2311,18,Female,1,5.55,4,83.6,2,1.11,7.65,5.6,5.69,16.8,15.0,9.2,22.3,Moderate-Risk
2312,17,Male,3,6.57,0,83.1,2,2.24,7.17,3.25,7.61,23.5,15.9,8.8,18.6,Moderate-Risk
2313,20,Female,3,5.8,2,78.9,2,3.26,4.67,9.0,7.79,14.9,10.9,11.5,23.7,Moderate-Risk
2314,17,Male,2,7.32,0,81.1,1,3.73,4.05,,5.57,13.9,14.8,10.8,24.9,Moderate-Risk
2315,18,Male,3,6.96,1,78.5,1,3.99,3.54,2.42,4.85,20.6,16.4,8.9,26.5,Good-Performance
2316,17,Male,1,7.15,2,90.7,0,5.01,5.05,5.39,9.16,17.9,14.9,9.8,32.9,Moderate-Risk
2317,17,Male,2,4.8,4,63.5,2,1.08,3.64,10.0,7.11,6.8,12.6,5.8,12.3,High-Risk
2318,19,Male,4,5.55,2,70.6,2,2.63,5.28,2.19,7.67,15.9,20.1,8.5,24.2,Moderate-Risk
2319,22,Female,1,8.27,0,82.8,2,2.52,7.12,6.63,7.14,21.0,22.7,11.2,24.1,Moderate-Risk
2320,21,Female,2,7.74,0,83.0,2,1.99,6.86,5.14,7.28,13.4,18.3,11.2,29.9,Good-Performance
2321,17,Female,3,7.23,2,85.0,4,2.2,8.76,5.8,7.14,17.9,21.3,9.5,19.2,Moderate-Risk
2322,17,Female,1,8.09,4,81.3,0,1.15,10.0,7.28,6.8,13.4,21.1,10.9,19.1,Moderate-Risk
2323,19,Male,2,8.04,1,76.5,1,2.73,6.66,3.63,3.55,17.8,16.2,8.2,32.2,Moderate-Risk
2324,20,Male,4,5.65,2,63.7,3,1.02,2.92,4.48,3.57,13.1,16.3,6.3,27.5,High-Risk
2325,21,Female,1,9.1,1,81.9,0,3.81,6.34,3.62,7.28,23.1,19.4,11.0,34.8,Good-Performance
2326,21,Male,2,7.86,1,100.0,0,2.76,7.32,7.8,8.27,22.9,13.0,10.5,24.7,Good-Performance
2327,19,Male,1,7.75,0,82.4,2,2.0,8.33,7.54,6.93,15.4,15.6,12.5,27.1,Good-Performance
2328,18,Male,3,6.68,3,88.1,0,3.65,4.91,2.75,4.33,11.1,19.9,10.0,29.4,Moderate-Risk
2329,17,Female,2,9.62,0,83.4,2,3.84,5.48,5.76,6.4,17.7,17.6,14.6,31.1,Good-Performance
2330,17,Female,4,4.74,0,62.9,2,1.62,5.91,7.1,6.75,15.3,19.8,9.1,16.9,Moderate-Risk
2331,17,Male,1,9.7,0,89.9,1,3.32,7.15,,3.57,14.7,25.0,14.5,32.5,Good-Performance
2332,22,Female,3,7.38,0,98.5,0,4.15,6.57,7.78,8.57,16.7,21.0,10.5,21.6,Good-Performance
2333,18,Male,4,8.31,0,77.3,1,3.82,5.81,4.87,7.45,22.9,14.8,11.6,20.8,Good-Performance
2334,21,Male,3,5.47,3,68.4,1,1.69,5.26,4.09,4.46,16.7,18.2,11.9,29.7,Moderate-Risk
2335,20,Male,3,7.59,1,87.2,1,1.45,7.42,7.79,6.36,12.7,21.3,9.4,24.4,Moderate-Risk
2336,20,Male,1,7.8,0,100.0,0,5.9,4.25,7.26,5.35,21.5,23.8,13.5,32.4,Good-Performance
2337,19,Female,2,4.32,3,75.8,3,3.41,5.65,2.26,8.06,10.2,16.4,9.5,17.6,High-Risk
2338,21,Male,2,6.62,5,83.8,3,3.67,7.45,6.44,5.64,14.0,21.8,10.4,23.5,Moderate-Risk
2339,17,Female,1,4.53,2,52.3,6,0.15,4.95,6.36,4.19,7.5,7.0,6.9,13.3,High-Risk
2340,17,Male,2,6.86,1,64.2,1,1.91,8.98,0.64,6.62,13.9,14.8,9.3,15.8,Moderate-Risk
2341,19,Female,3,5.47,0,62.4,1,2.21,4.72,6.12,4.37,13.2,10.6,8.8,16.6,High-Risk
2342,19,Female,2,5.82,3,66.7,0,1.52,5.73,4.18,7.59,12.6,17.5,9.3,23.8,Moderate-Risk
2343,20,Female,4,10.0,0,99.2,0,3.95,10.0,7.26,6.85,22.4,23.9,12.7,35.0,Good-Performance
2344,21,Female,3,9.79,0,82.9,2,5.19,7.6,3.29,4.73,24.3,17.1,12.5,29.9,Good-Performance
2345,20,Female,2,4.5,2,68.0,3,1.3,7.43,5.25,5.38,11.9,12.1,4.9,8.8,High-Risk
2346,18,Male,2,7.78,1,76.7,1,1.94,7.86,3.93,5.86,13.9,10.9,11.4,26.4,Moderate-Risk
2347,18,Female,3,8.58,1,80.3,1,4.0,7.1,3.73,5.93,19.0,18.9,11.5,24.3,Moderate-Risk
2348,21,Female,2,5.75,4,80.5,0,1.71,6.19,0.62,3.76,10.2,15.4,10.4,18.6,Moderate-Risk
2349,18,Male,1,6.38,0,67.1,1,0.86,5.77,7.13,4.38,16.3,14.4,7.8,19.0,High-Risk
2350,20,Male,2,6.62,3,88.5,0,1.7,6.77,7.32,6.73,18.6,20.0,10.2,23.8,Moderate-Risk
2351,20,Male,3,3.76,2,72.5,0,0.96,4.1,5.14,7.71,14.5,6.0,7.3,16.2,High-Risk
2352,21,Male,2,4.54,3,61.6,5,1.87,6.25,,5.45,14.3,13.2,10.8,16.6,High-Risk
2353,21,Male,2,7.32,1,88.2,0,2.79,9.62,3.53,7.04,13.5,17.6,9.9,29.0,Moderate-Risk
2354,19,Male,1,5.8,0,71.1,3,3.68,3.47,7.15,9.17,14.5,16.2,9.0,23.0,Moderate-Risk
2355,18,Female,2,5.82,0,81.5,2,1.72,7.79,5.49,6.89,17.9,18.1,8.5,14.2,High-Risk
2356,19,Male,1,5.17,1,72.8,2,1.45,6.07,5.12,3.26,12.6,11.5,10.6,16.6,High-Risk
2357,19,Female,3,7.63,2,65.9,1,3.55,7.49,7.94,7.31,15.7,15.7,10.9,23.2,Moderate-Risk
2358,18,Male,3,7.56,1,75.1,4,4.09,5.91,2.4,6.47,20.9,19.1,12.2,28.8,Good-Performance
2359,20,Female,2,6.68,1,72.8,2,2.25,5.87,1.12,5.49,20.6,14.4,9.1,18.1,Moderate-Risk
2360,18,Male,4,8.62,0,96.8,0,4.06,9.78,5.89,5.22,21.0,16.2,12.4,25.9,Good-Performance
2361,20,Male,3,5.54,4,69.5,5,1.52,5.59,4.58,7.32,12.5,18.7,10.5,21.2,Moderate-Risk
2362,21,Male,1,7.35,1,74.8,1,1.61,7.6,2.73,2.41,22.5,13.8,9.2,23.2,Moderate-Risk
2363,22,Female,4,5.86,2,78.6,3,4.19,5.26,5.34,5.38,21.9,13.0,8.5,23.1,Moderate-Risk
2364,17,Male,3,8.22,0,64.5,5,2.48,5.99,5.73,5.63,17.5,10.1,7.9,21.7,Moderate-Risk
2365,21,Female,2,5.03,2,78.2,2,2.14,6.64,6.76,5.24,14.0,14.1,6.0,22.7,High-Risk
2366,17,Male,1,10.0,0,99.6,0,2.68,8.75,2.79,6.56,24.6,22.2,14.7,33.3,Good-Performance
2367,19,Female,4,3.7,5,71.8,3,1.81,6.38,4.18,4.38,12.8,15.4,3.8,18.3,High-Risk
2368,18,Male,1,7.5,0,84.5,2,2.79,7.05,5.6,7.21,20.9,19.6,14.9,27.3,Good-Performance
2369,17,Female,2,6.88,3,73.6,2,4.08,6.26,7.22,10.0,19.0,17.5,9.6,21.4,Moderate-Risk
2370,18,Male,4,7.58,3,75.8,3,4.56,8.06,6.82,5.23,16.0,21.4,11.4,24.7,Moderate-Risk
2371,17,Male,4,8.78,0,79.1,1,4.08,9.34,4.01,7.46,23.8,24.7,13.7,21.5,Moderate-Risk
2372,21,Male,3,8.56,2,100.0,0,3.29,6.26,6.04,6.47,21.0,20.0,10.4,24.8,Good-Performance
2373,17,Male,1,6.27,1,70.5,1,1.75,7.46,3.96,6.78,15.4,12.8,9.2,22.8,Moderate-Risk
2374,19,Male,2,8.05,3,88.7,0,2.94,5.87,4.17,5.46,17.5,21.8,9.2,21.7,Moderate-Risk
2375,21,Other,4,8.09,0,98.7,0,4.36,8.39,4.38,6.68,19.9,25.0,12.2,35.0,Good-Performance
2376,22,Male,3,6.32,0,71.6,2,1.87,6.04,3.71,6.52,7.7,7.8,8.7,13.9,High-Risk
2377,22,Male,4,9.76,0,87.4,0,5.08,7.16,6.47,7.63,16.8,23.6,14.1,27.7,Good-Performance
2378,17,Female,1,7.26,1,82.4,2,1.98,6.44,6.86,7.38,11.6,20.2,10.7,21.0,Good-Performance
2379,22,Male,4,4.38,2,67.8,2,3.53,3.12,4.2,7.54,18.8,17.1,11.1,22.8,Moderate-Risk
2380,20,Male,1,4.59,5,74.3,1,1.4,6.78,5.35,5.25,11.3,12.5,7.9,17.3,Moderate-Risk
2381,18,Female,2,6.01,3,65.7,2,1.65,5.42,4.23,6.35,11.1,13.4,11.4,16.2,High-Risk
2382,19,Female,4,4.91,0,59.3,3,1.26,4.54,3.13,5.67,9.9,14.7,6.2,16.2,High-Risk
2383,22,Female,2,5.65,0,71.1,0,2.55,5.03,2.82,7.28,11.7,15.6,9.8,21.6,Moderate-Risk
2384,19,Male,3,5.14,3,83.1,1,0.73,7.43,8.5,4.13,13.8,14.5,10.1,18.0,Moderate-Risk
2385,18,Female,3,4.43,2,48.5,2,1.21,5.09,3.51,7.66,14.2,11.9,6.7,23.8,High-Risk
2386,22,Male,4,6.6,1,97.4,0,1.14,5.65,6.27,6.6,16.8,17.9,11.1,27.8,Moderate-Risk
2387,22,Other,1,7.05,3,67.7,3,1.72,5.73,5.78,7.95,14.0,14.6,6.9,23.2,High-Risk
2388,22,Female,1,5.32,1,70.0,0,1.42,4.17,2.62,5.9,13.8,17.6,8.5,16.9,Moderate-Risk
2389,22,Female,3,7.44,5,78.4,0,2.51,6.19,5.85,5.96,10.6,16.6,9.2,17.2,High-Risk
2390,22,Male,4,6.99,0,80.9,3,2.08,7.66,5.59,5.54,18.0,18.2,11.0,29.3,Moderate-Risk
2391,19,Male,4,7.24,2,83.3,0,2.06,6.83,4.95,5.76,20.9,15.6,9.6,19.2,Moderate-Risk
2392,18,Female,2,4.7,2,78.9,3,3.11,6.6,4.13,3.27,13.2,16.3,11.3,22.1,High-Risk
2393,20,Male,3,6.65,3,98.0,0,4.46,8.6,4.99,6.47,17.7,14.4,7.9,27.8,Moderate-Risk
2394,18,Male,2,5.86,2,80.8,1,1.63,5.17,5.95,5.24,12.9,16.2,7.6,16.4,Moderate-Risk
2395,19,Female,2,3.24,4,69.2,3,2.51,4.74,3.28,6.08,10.5,7.5,6.3,17.0,High-Risk
2396,20,Female,1,6.43,3,71.1,3,2.62,3.26,7.87,4.59,18.2,14.2,8.9,17.2,Moderate-Risk
2397,22,Male,1,6.82,1,73.6,3,1.4,5.99,6.37,6.72,17.7,15.5,9.1,25.4,Moderate-Risk
2398,18,Male,1,7.68,0,90.3,1,2.25,6.13,0.19,6.02,19.8,17.6,8.8,21.5,Moderate-Risk
2399,18,Male,1,6.15,1,84.7,1,0.0,7.38,4.55,3.73,15.8,13.6,8.2,17.5,High-Risk
2400,21,Male,2,7.07,2,90.8,1,3.33,7.82,9.26,6.63,17.8,20.0,8.8,20.5,Moderate-Risk
2401,17,Male,4,4.18,4,42.3,1,0.75,6.93,5.72,7.61,16.5,10.3,8.1,17.2,High-Risk
2402,20,Female,1,5.0,2,52.1,4,1.86,4.24,3.55,7.19,7.0,15.7,8.2,11.4,High-Risk
2403,21,Female,4,6.26,2,79.7,1,4.61,6.83,6.28,5.02,13.4,21.1,7.7,28.0,Moderate-Risk
2404,20,Male,4,9.5,0,89.9,1,5.13,8.71,0.76,4.47,19.8,17.5,13.9,28.5,Good-Performance
2405,19,Male,2,6.22,1,77.0,1,1.94,9.85,5.54,8.6,16.7,18.6,7.9,26.3,Moderate-Risk
2406,21,Female,3,6.48,3,83.1,1,1.37,6.98,4.0,7.01,14.2,14.3,8.3,20.8,Moderate-Risk
2407,19,Female,2,9.31,0,100.0,0,4.9,7.85,5.09,5.11,21.9,24.2,13.0,30.7,Good-Performance
2408,21,Female,1,6.28,2,74.4,3,1.37,6.25,2.34,4.99,19.4,11.4,9.1,15.8,High-Risk
2409,19,Male,3,10.0,0,83.6,2,5.18,8.55,4.14,6.75,19.1,25.0,11.4,34.0,Good-Performance
2410,17,Female,3,6.06,1,68.2,1,4.55,7.8,0.0,7.84,20.2,14.0,9.8,16.6,Moderate-Risk
2411,20,Male,2,6.34,7,71.1,0,2.3,4.89,3.76,5.47,12.4,12.4,7.8,23.5,High-Risk
2412,17,Male,4,6.58,1,81.2,1,3.43,5.27,5.24,3.81,16.5,15.1,12.3,20.0,High-Risk
2413,22,Female,3,6.26,2,67.3,3,3.26,9.8,7.23,4.09,15.8,12.1,10.3,24.5,Moderate-Risk
2414,20,Male,2,5.71,3,75.1,1,1.35,4.08,9.93,4.58,14.3,16.0,10.3,13.9,High-Risk
2415,19,Male,1,9.62,0,83.3,1,4.84,9.34,3.36,5.61,25.0,21.9,12.9,35.0,Good-Performance
2416,19,Male,4,6.72,0,56.4,6,1.89,6.51,6.01,4.62,12.7,18.0,7.5,16.3,Moderate-Risk
2417,20,Male,4,8.04,0,75.8,2,4.03,7.04,4.33,8.52,15.4,16.9,12.6,18.4,Moderate-Risk
2418,18,Male,3,5.84,5,82.5,2,1.15,4.36,4.4,3.51,16.4,13.7,9.2,24.0,Moderate-Risk
2419,18,Female,3,6.49,0,86.0,2,2.67,10.0,5.18,5.88,12.4,18.2,11.7,24.4,High-Risk
2420,19,Male,2,8.25,0,74.1,0,4.34,7.1,4.68,9.63,13.2,14.3,13.2,25.0,Moderate-Risk
2421,18,Male,1,4.49,3,51.2,1,0.72,3.76,8.73,4.54,12.7,3.1,8.0,13.3,High-Risk
2422,21,Female,4,4.38,4,73.1,3,0.94,3.51,4.4,5.67,9.9,10.1,8.1,16.6,High-Risk
2423,17,Male,3,5.84,1,71.3,3,2.15,2.97,2.71,7.71,17.8,14.6,7.7,21.9,Moderate-Risk
2424,21,Female,2,8.66,0,96.6,0,2.78,8.76,5.37,6.57,18.7,19.3,10.6,31.8,Good-Performance
2425,19,Male,3,5.62,1,80.4,1,2.34,4.93,2.85,6.56,18.7,12.5,5.9,19.5,High-Risk
2426,20,Female,2,6.59,0,85.8,0,2.01,6.42,4.26,5.28,18.0,22.6,9.5,17.8,Moderate-Risk
2427,17,Male,1,7.71,1,69.1,2,1.76,5.19,7.12,4.73,13.4,19.8,9.4,21.5,Moderate-Risk
2428,19,Female,3,8.09,1,91.4,0,4.03,8.33,4.5,4.25,16.2,11.5,12.0,25.3,Good-Performance
2429,21,Male,1,3.39,5,82.2,2,1.79,6.1,6.04,5.89,11.0,9.6,7.1,21.3,High-Risk
2430,18,Female,1,7.68,0,83.2,0,2.82,8.07,4.58,7.18,18.5,19.5,7.8,24.0,Moderate-Risk
2431,17,Male,1,7.12,0,72.2,3,0.86,7.23,5.52,9.35,13.0,16.1,9.3,25.6,Moderate-Risk
2432,20,Female,2,6.85,1,82.7,0,4.29,5.96,3.61,5.38,14.8,16.4,13.7,26.3,Moderate-Risk
2433,17,Male,4,6.35,2,57.2,0,1.44,3.2,6.62,7.43,12.3,17.4,6.7,15.7,Moderate-Risk
2434,18,Male,1,5.96,1,72.1,3,4.38,5.96,2.36,7.59,21.5,13.5,7.7,27.5,Moderate-Risk
2435,19,Male,2,6.47,3,68.8,0,2.3,6.78,3.4,5.25,16.4,15.5,7.0,18.7,Moderate-Risk
2436,20,Male,3,5.23,3,56.5,2,1.82,5.26,5.16,6.09,10.7,12.6,6.8,17.8,High-Risk
2437,20,Male,4,5.82,1,54.1,3,1.09,2.05,6.65,5.47,12.1,12.4,6.4,14.8,High-Risk
2438,21,Female,3,5.99,3,53.4,3,2.25,5.34,5.42,3.99,16.1,12.1,8.7,16.4,High-Risk
2439,22,Male,4,6.14,3,78.0,2,5.73,4.92,6.03,5.6,14.1,18.7,11.4,25.0,Moderate-Risk
2440,17,Male,3,4.7,2,76.0,1,1.58,5.86,2.56,4.91,12.9,11.0,6.8,16.8,High-Risk
2441,19,Male,3,5.72,1,74.3,2,3.38,7.48,4.37,6.15,15.0,16.5,8.5,18.3,Moderate-Risk
2442,17,Male,2,4.09,3,60.3,2,1.07,0.94,5.48,4.94,8.8,8.2,3.6,13.2,High-Risk
2443,17,Male,2,6.45,6,82.4,2,3.26,8.51,5.11,6.62,11.5,20.0,10.2,19.2,High-Risk
2444,18,Female,2,8.05,1,94.8,0,1.58,5.89,2.84,5.27,20.9,17.9,10.6,24.5,Good-Performance
2445,20,Male,3,7.0,1,100.0,0,4.81,8.92,3.31,5.19,12.2,19.6,11.1,25.9,Moderate-Risk
2446,22,Female,3,6.29,2,78.1,2,2.74,7.55,4.74,3.85,13.8,19.5,11.5,24.5,High-Risk
2447,21,Male,3,6.97,2,76.1,2,2.45,5.98,6.49,7.59,14.3,17.3,10.1,21.3,Moderate-Risk
2448,20,Male,3,5.12,0,69.0,3,2.65,6.26,9.2,6.28,12.0,16.4,10.8,14.1,High-Risk
2449,21,Female,3,9.23,0,94.3,0,3.93,6.75,2.82,7.88,25.0,17.1,13.7,31.1,Good-Performance
2450,18,Male,1,9.24,0,89.4,2,3.12,5.33,5.1,5.83,20.7,23.5,12.4,27.9,Good-Performance
2451,22,Male,2,6.74,1,72.7,1,0.45,7.99,2.96,6.56,19.5,15.3,7.9,23.5,Moderate-Risk
2452,22,Female,3,10.0,0,99.3,0,6.22,7.51,4.95,6.09,24.7,25.0,14.3,35.0,Good-Performance
2453,17,Female,1,4.32,1,63.9,0,1.76,8.21,4.23,6.08,15.5,15.6,9.9,19.2,High-Risk
2454,19,Female,4,4.29,4,47.7,2,0.95,6.01,5.82,6.55,10.9,13.6,5.0,13.0,High-Risk
2455,21,Male,1,6.67,3,65.3,2,1.45,4.27,1.02,5.39,15.9,15.9,7.2,17.9,Moderate-Risk
2456,19,Female,1,7.71,4,89.6,2,3.64,7.44,4.34,7.92,14.0,19.4,8.4,19.2,Moderate-Risk
2457,22,Other,3,10.0,0,100.0,0,3.91,9.18,5.22,8.91,21.6,16.3,13.2,28.9,Good-Performance
2458,22,Female,1,6.15,1,83.5,1,2.86,8.92,5.41,8.73,14.0,13.2,10.0,20.3,High-Risk
2459,19,Male,3,5.14,2,65.9,3,1.51,4.73,5.66,8.26,9.8,13.2,8.2,13.6,High-Risk
2460,17,Male,1,6.25,1,61.6,5,0.65,4.96,5.32,4.27,12.8,9.0,8.0,13.6,High-Risk
2461,19,Male,1,9.17,0,100.0,0,4.22,8.33,7.51,8.47,22.8,19.2,9.9,30.3,Good-Performance
2462,18,Male,3,8.31,0,77.9,2,4.29,6.96,7.66,6.52,18.1,19.8,12.6,27.1,Moderate-Risk
2463,19,Female,2,5.69,0,72.4,2,1.5,3.8,4.58,5.91,11.6,19.4,10.0,20.9,Moderate-Risk
2464,20,Male,3,4.16,1,76.2,1,0.97,6.68,3.96,5.26,17.1,13.1,6.1,17.5,High-Risk
2465,19,Male,1,5.2,4,69.6,3,1.68,7.81,5.4,6.0,11.6,15.2,6.4,10.7,High-Risk
2466,18,Male,3,8.56,0,88.5,1,4.28,7.92,6.62,3.28,23.7,21.5,14.0,28.4,Good-Performance
2467,18,Male,2,7.13,0,95.1,0,4.83,5.36,5.08,6.91,18.7,13.0,13.2,31.6,Good-Performance
2468,21,Male,1,6.21,1,77.5,4,2.26,6.19,2.82,5.93,19.6,13.8,10.2,28.9,Moderate-Risk
2469,17,Male,3,8.59,1,92.2,1,3.7,6.52,6.92,5.53,21.3,16.2,11.8,27.2,Good-Performance
2470,18,Male,3,8.02,0,100.0,1,3.91,7.79,5.79,8.56,21.8,23.8,11.6,27.1,Good-Performance
2471,22,Female,4,6.02,3,54.7,5,1.62,5.9,8.52,6.19,15.2,15.7,10.1,13.3,Moderate-Risk
2472,17,Male,4,6.38,0,76.6,4,0.94,7.27,3.5,5.07,14.8,16.3,7.0,20.0,High-Risk
2473,19,Male,3,6.15,3,66.7,2,2.15,7.76,5.48,6.53,14.6,16.0,6.5,22.0,High-Risk
2474,18,Male,1,6.68,2,74.1,1,2.75,6.99,5.87,8.97,12.9,13.8,9.5,24.6,Moderate-Risk
2475,17,Male,3,4.85,1,66.6,2,1.31,3.52,4.55,5.51,13.1,7.2,9.2,10.7,High-Risk
2476,19,Male,2,4.28,4,60.2,1,1.25,5.93,3.1,7.4,20.3,10.1,8.6,15.0,High-Risk
2477,20,Male,4,3.99,3,64.1,4,0.31,4.46,5.56,4.81,7.6,12.1,6.9,12.5,High-Risk
2478,18,Male,3,8.02,0,88.8,1,3.59,7.05,4.14,7.15,20.4,13.8,8.5,22.7,Moderate-Risk
2479,17,Male,1,4.86,5,67.1,1,1.4,5.05,5.06,6.32,11.5,12.1,3.2,13.2,High-Risk
2480,17,Female,4,9.62,0,93.6,1,4.49,8.18,5.08,6.64,18.4,18.2,13.0,33.8,Good-Performance
2481,20,Male,3,5.5,3,71.1,1,2.21,7.21,2.88,5.71,16.6,15.9,11.1,21.1,High-Risk
2482,22,Male,1,8.74,0,90.1,1,4.24,8.49,4.13,6.27,20.0,17.3,11.5,31.0,Good-Performance
2483,18,Female,3,5.66,1,77.2,1,3.39,4.32,4.18,3.03,12.9,17.7,10.4,26.0,Moderate-Risk
2484,18,Male,2,3.91,3,58.6,3,1.76,2.56,5.13,3.09,15.6,6.6,7.2,14.8,High-Risk
2485,19,Male,3,7.94,1,97.8,0,3.96,8.68,5.95,4.4,19.2,17.2,11.3,27.5,Good-Performance
2486,19,Male,4,8.84,0,83.8,2,2.05,8.16,5.64,4.34,23.6,22.0,11.3,29.1,Good-Performance
2487,18,Male,1,5.64,1,68.8,2,2.72,7.41,6.74,6.06,15.4,13.1,5.7,14.9,High-Risk
2488,17,Male,1,7.09,1,77.1,2,1.97,5.97,5.31,5.44,15.3,8.6,9.7,23.8,High-Risk
